0.4357447	-0.6655881	9.935937	0.04256901	0.002128451	0.02554141	4.400062	20.74217	2.243464	0
0.4932055	-0.770933	9.773131	0.03937633	-0.006385351	0.07023887	4.006027	21.42001	1.744914	0
0.2873042	-0.7900866	9.935937	0.1308997	0.02447718	0.003192676	4.794097	21.69116	2.742008	0
-0.05746084	-0.4070143	9.92636	0.06278929	0.03192676	-0.04469746	5.056788	20.06432	0.7478195	0
0.08619126	-0.3351882	9.825804	0.01489915	0.01809183	-0.008513803	3.349301	20.47103	4.237647	0
0.1675941	-0.4548983	9.868899	-0.003192676	0.003192676	0.006385351	4.137372	21.01331	5.234742	0
0.2825158	-0.545878	9.955091	0.01170648	0.02554141	-0.005321126	3.217955	20.06432	-0.2492722	0
0.2537854	-0.4309563	10.02692	0.003192676	0.004256901	-0.02341296	4.268718	21.14887	4.736197	0
0.1244985	-0.4213795	9.773131	0.02128451	0.007449577	-0.02128451	4.794097	20.87774	4.736197	0
0.248997	-0.545878	10.00776	0.03192676	0.03618366	-0.01170648	4.794097	22.23343	2.742008	0
0.2011129	-0.5650316	9.979033	0.03405521	0.01489915	-0.006385351	4.662753	21.82672	3.240553	0
0.1915361	-0.4979939	9.835381	0.03618366	0.007449577	-0.02128451	4.794097	21.14887	1.744914	0
0.1005565	-0.4740519	9.643845	0.03086253	-0.004256901	-0.02766986	4.400062	21.01331	4.237647	0
0.1197101	-0.4405331	9.969456	0.03937633	0.02022028	0.006385351	3.874681	21.55558	3.240553	0
0.1628057	-0.5027823	10.10353	0.03299098	0.03299098	0.01170648	3.086611	21.55558	0.249275	0
0.01436521	-0.320823	9.921572	0.02766986	0.006385351	-0.02447718	4.268718	21.69116	6.730381	0
0.08140286	-0.4118027	9.883265	0.05959661	0.0170276	-0.01596338	4.794097	21.42001	3.739103	0
0.1388637	-0.296881	10.0748	0.01383493	0.03724788	-0.01915606	3.743336	20.33546	0.7478195	0
0.1675941	-0.3351882	10.07959	-0.01170648	0.004256901	-0.01170648	3.874681	21.42001	3.739103	0
0.08619126	-0.2298434	10.11311	-0.02766986	-0.009578028	0.003192676	4.137372	20.47103	3.240553	0
0.08619126	-0.4453215	9.844957	0.02554141	0.01170648	0.002128451	4.006027	20.87774	0.7478195	0
0.1292869	-0.3926491	10.00776	0.02128451	0.02873408	-0.03618366	3.217955	20.87774	0.7478195	0
0.1005565	-0.4261679	10.01255	0.01915606	0.02022028	-0.0127707	4.137372	22.09786	4.237647	0
-0.04309563	-0.3016694	9.80665	0.02660563	0.004256901	-0.008513803	4.531407	22.23343	-2.243458	0
-0.1340753	-0.2346318	9.811439	0.03511943	-0.001064225	0.05533972	3.349301	21.01331	4.237647	0
-0.06224924	-0.248997	10.10832	0.009578028	0.05108281	0.08088112	3.611992	20.19989	0.249275	0
0.03351882	-0.272939	9.935937	0.04789014	0.006385351	-0.03086253	3.217955	21.14887	0.7478195	0
0.1292869	-0.2777274	10.14184	-0.01489915	-0.001064225	-0.008513803	1.904504	21.42001	-3.240553	0
-0.06703765	-0.2873042	9.773131	0.01596338	-0.001064225	-0.02234873	2.03585	21.28444	-0.7478195	0
